Id,SalePrice
1461,1.151473401165373e+26
1462,1.151473401165373e+26
1463,1.151473401165373e+26
1464,1.151473401165373e+26
1465,1.151473401165373e+26
1466,1.151473401165373e+26
1467,1.151473401165373e+26
1468,1.151473401165373e+26
1469,1.151473401165373e+26
1470,1.151473401165373e+26
1471,1.151473401165373e+26
1472,1.151473401165373e+26
1473,1.151473401165373e+26
1474,1.151473401165373e+26
1475,1.151473401165373e+26
1476,1.151473401165373e+26
1477,1.151473401165373e+26
1478,1.151473401165373e+26
1479,1.151473401165373e+26
1480,1.151473401165373e+26
1481,1.151473401165373e+26
1482,1.151473401165373e+26
1483,1.151473401165373e+26
1484,1.151473401165373e+26
1485,1.151473401165373e+26
1486,1.151473401165373e+26
1487,1.151473401165373e+26
1488,1.151473401165373e+26
1489,1.151473401165373e+26
1490,1.151473401165373e+26
1491,1.151473401165373e+26
1492,1.151473401165373e+26
1493,1.151473401165373e+26
1494,1.151473401165373e+26
1495,1.151473401165373e+26
1496,1.151473401165373e+26
1497,1.151473401165373e+26
1498,1.151473401165373e+26
1499,1.151473401165373e+26
1500,1.151473401165373e+26
1501,1.151473401165373e+26
1502,1.151473401165373e+26
1503,1.151473401165373e+26
1504,1.151473401165373e+26
1505,1.151473401165373e+26
1506,1.151473401165373e+26
1507,1.151473401165373e+26
1508,1.151473401165373e+26
1509,1.151473401165373e+26
1510,1.151473401165373e+26
1511,1.151473401165373e+26
1512,1.151473401165373e+26
1513,1.151473401165373e+26
1514,1.151473401165373e+26
1515,1.151473401165373e+26
1516,1.151473401165373e+26
1517,1.151473401165373e+26
1518,1.151473401165373e+26
1519,1.151473401165373e+26
1520,1.151473401165373e+26
1521,1.151473401165373e+26
1522,1.151473401165373e+26
1523,1.151473401165373e+26
1524,1.151473401165373e+26
1525,1.151473401165373e+26
1526,1.151473401165373e+26
1527,1.151473401165373e+26
1528,1.151473401165373e+26
1529,1.151473401165373e+26
1530,1.151473401165373e+26
1531,1.151473401165373e+26
1532,1.151473401165373e+26
1533,1.151473401165373e+26
1534,1.151473401165373e+26
1535,1.151473401165373e+26
1536,1.151473401165373e+26
1537,1.151473401165373e+26
1538,1.151473401165373e+26
1539,1.151473401165373e+26
1540,1.151473401165373e+26
1541,1.151473401165373e+26
1542,1.151473401165373e+26
1543,1.151473401165373e+26
1544,1.151473401165373e+26
1545,1.151473401165373e+26
1546,1.151473401165373e+26
1547,1.151473401165373e+26
1548,1.151473401165373e+26
1549,1.151473401165373e+26
1550,1.151473401165373e+26
1551,1.151473401165373e+26
1552,1.151473401165373e+26
1553,1.151473401165373e+26
1554,1.151473401165373e+26
1555,1.151473401165373e+26
1556,1.151473401165373e+26
1557,1.151473401165373e+26
1558,1.151473401165373e+26
1559,1.151473401165373e+26
1560,1.151473401165373e+26
1561,1.151473401165373e+26
1562,1.151473401165373e+26
1563,1.151473401165373e+26
1564,1.151473401165373e+26
1565,1.151473401165373e+26
1566,1.151473401165373e+26
1567,1.151473401165373e+26
1568,1.151473401165373e+26
1569,1.151473401165373e+26
1570,1.151473401165373e+26
1571,1.151473401165373e+26
1572,1.151473401165373e+26
1573,1.151473401165373e+26
1574,1.151473401165373e+26
1575,1.151473401165373e+26
1576,1.151473401165373e+26
1577,1.151473401165373e+26
1578,1.151473401165373e+26
1579,1.151473401165373e+26
1580,1.151473401165373e+26
1581,1.151473401165373e+26
1582,1.151473401165373e+26
1583,1.151473401165373e+26
1584,1.151473401165373e+26
1585,1.151473401165373e+26
1586,1.151473401165373e+26
1587,1.151473401165373e+26
1588,1.151473401165373e+26
1589,1.151473401165373e+26
1590,1.151473401165373e+26
1591,1.151473401165373e+26
1592,1.151473401165373e+26
1593,1.151473401165373e+26
1594,1.151473401165373e+26
1595,1.151473401165373e+26
1596,1.151473401165373e+26
1597,1.151473401165373e+26
1598,1.151473401165373e+26
1599,1.151473401165373e+26
1600,1.151473401165373e+26
1601,1.151473401165373e+26
1602,1.151473401165373e+26
1603,1.151473401165373e+26
1604,1.151473401165373e+26
1605,1.151473401165373e+26
1606,1.151473401165373e+26
1607,1.151473401165373e+26
1608,1.151473401165373e+26
1609,1.151473401165373e+26
1610,1.151473401165373e+26
1611,1.151473401165373e+26
1612,1.151473401165373e+26
1613,1.151473401165373e+26
1614,1.151473401165373e+26
1615,1.151473401165373e+26
1616,1.151473401165373e+26
1617,1.151473401165373e+26
1618,1.151473401165373e+26
1619,1.151473401165373e+26
1620,1.151473401165373e+26
1621,1.151473401165373e+26
1622,1.151473401165373e+26
1623,1.151473401165373e+26
1624,1.151473401165373e+26
1625,1.151473401165373e+26
1626,1.151473401165373e+26
1627,1.151473401165373e+26
1628,1.151473401165373e+26
1629,1.151473401165373e+26
1630,1.151473401165373e+26
1631,1.151473401165373e+26
1632,1.151473401165373e+26
1633,1.151473401165373e+26
1634,1.151473401165373e+26
1635,1.151473401165373e+26
1636,1.151473401165373e+26
1637,1.151473401165373e+26
1638,1.151473401165373e+26
1639,1.151473401165373e+26
1640,1.151473401165373e+26
1641,1.151473401165373e+26
1642,1.151473401165373e+26
1643,1.151473401165373e+26
1644,1.151473401165373e+26
1645,1.151473401165373e+26
1646,1.151473401165373e+26
1647,1.151473401165373e+26
1648,1.151473401165373e+26
1649,1.151473401165373e+26
1650,1.151473401165373e+26
1651,1.151473401165373e+26
1652,1.151473401165373e+26
1653,1.151473401165373e+26
1654,1.151473401165373e+26
1655,1.151473401165373e+26
1656,1.151473401165373e+26
1657,1.151473401165373e+26
1658,1.151473401165373e+26
1659,1.151473401165373e+26
1660,1.151473401165373e+26
1661,1.151473401165373e+26
1662,1.151473401165373e+26
1663,1.151473401165373e+26
1664,1.151473401165373e+26
1665,1.151473401165373e+26
1666,1.151473401165373e+26
1667,1.151473401165373e+26
1668,1.151473401165373e+26
1669,1.151473401165373e+26
1670,1.151473401165373e+26
1671,1.151473401165373e+26
1672,1.151473401165373e+26
1673,1.151473401165373e+26
1674,1.151473401165373e+26
1675,1.151473401165373e+26
1676,1.151473401165373e+26
1677,1.151473401165373e+26
1678,1.151473401165373e+26
1679,1.151473401165373e+26
1680,1.151473401165373e+26
1681,1.151473401165373e+26
1682,1.151473401165373e+26
1683,1.151473401165373e+26
1684,1.151473401165373e+26
1685,1.151473401165373e+26
1686,1.151473401165373e+26
1687,1.151473401165373e+26
1688,1.151473401165373e+26
1689,1.151473401165373e+26
1690,1.151473401165373e+26
1691,1.151473401165373e+26
1692,1.151473401165373e+26
1693,1.151473401165373e+26
1694,1.151473401165373e+26
1695,1.151473401165373e+26
1696,1.151473401165373e+26
1697,1.151473401165373e+26
1698,1.151473401165373e+26
1699,1.151473401165373e+26
1700,1.151473401165373e+26
1701,1.151473401165373e+26
1702,1.151473401165373e+26
1703,1.151473401165373e+26
1704,1.151473401165373e+26
1705,1.151473401165373e+26
1706,1.151473401165373e+26
1707,1.151473401165373e+26
1708,1.151473401165373e+26
1709,1.151473401165373e+26
1710,1.151473401165373e+26
1711,1.151473401165373e+26
1712,1.151473401165373e+26
1713,1.151473401165373e+26
1714,1.151473401165373e+26
1715,1.151473401165373e+26
1716,1.151473401165373e+26
1717,1.151473401165373e+26
1718,1.151473401165373e+26
1719,1.151473401165373e+26
1720,1.151473401165373e+26
1721,1.151473401165373e+26
1722,1.151473401165373e+26
1723,1.151473401165373e+26
1724,1.151473401165373e+26
1725,1.151473401165373e+26
1726,1.151473401165373e+26
1727,1.151473401165373e+26
1728,1.151473401165373e+26
1729,1.151473401165373e+26
1730,1.151473401165373e+26
1731,1.151473401165373e+26
1732,1.151473401165373e+26
1733,1.151473401165373e+26
1734,1.151473401165373e+26
1735,1.151473401165373e+26
1736,1.151473401165373e+26
1737,1.151473401165373e+26
1738,1.151473401165373e+26
1739,1.151473401165373e+26
1740,1.151473401165373e+26
1741,1.151473401165373e+26
1742,1.151473401165373e+26
1743,1.151473401165373e+26
1744,1.151473401165373e+26
1745,1.151473401165373e+26
